title,author,price,price (including used books),pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link
43,187,Risk Assessment and Decision Analysis with Bayesian Networks,"[ Norman Fenton,  and , Martin Neil]",87.53, 41.92 - 87.53 ,660,4.5,40,76%,13%,3%,4%,4%,7.3 x 1.7 x 10.5 inches,3.04 pounds,English,"Chapman and Hall/CRC; 2nd edition (September 12, 2018)",978-1138035119,/Assessment-Decision-Analysis-Bayesian-Networks/dp/1138035114/ref=sr_1_299?keywords=data+analysis&qid=1671164699&sr=8-299,https://www.amazon.com/Assessment-Decision-Analysis-Bayesian-Networks/dp/1138035114/ref=sr_1_299?keywords=data+analysis&qid=1671164699&sr=8-299
44,189,Marketing Analytics: A Practical Guide to Improving Consumer Insights Using Data Techniques,[ Mike Grigsby],30.16,30.16,240,4.3,53,66%,13%,10%,8%,3%,5.91 x 0.79 x 9.06 inches,13.1 ounces,English,"Kogan Page; 2nd edition (April 24, 2018)",978-0749482169,/Marketing-Analytics-Practical-Improving-Techniques/dp/0749482168/ref=sr_1_297?keywords=data+analysis&qid=1671164699&sr=8-297,https://www.amazon.com/Marketing-Analytics-Practical-Improving-Techniques/dp/0749482168/ref=sr_1_297?keywords=data+analysis&qid=1671164699&sr=8-297
45,194,Python Programming: 3 Books in 1: The Complete Beginner’s Guide to Learning the Most Popular Programming Language,[ Dylan Penny],25.1, 23.99 - 25.10 ,330,4.6,105,79%,12%,2%,1%,6%,8 x 0.75 x 10 inches,1.46 pounds,English,"Independently published (January 22, 2021)", ,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A01843082WW8A2LHH7QT8&qualifier=1671164699&id=1792140535860055&widgetName=sp_atf_next&url=%2FPython-Programming-Complete-Beginners-Learning%2Fdp%2FB08TRLB4SD%2Fref%3Dsr_1_292_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164699%26sr%3D8-292-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A01843082WW8A2LHH7QT8&qualifier=1671164699&id=1792140535860055&widgetName=sp_atf_next&url=%2FPython-Programming-Complete-Beginners-Learning%2Fdp%2FB08TRLB4SD%2Fref%3Dsr_1_292_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164699%26sr%3D8-292-spons%26psc%3D1
46,196,Data-Driven HR: How to Use Analytics and Metrics to Drive Performance,[ Bernard Marr],6.99, 7.59 - 36.99 ,264,4.3,62,63%,20%,4%,8%,5%,6.1 x 0.59 x 9.06 inches,14.5 ounces,English,"Kogan Page; 1st edition (April 24, 2018)",978-0749482466,/Data-Driven-HR-Analytics-Metrics-Performance/dp/074948246X/ref=sr_1_269?keywords=data+analysis&qid=1671164689&sr=8-269,https://www.amazon.com/Data-Driven-HR-Analytics-Metrics-Performance/dp/074948246X/ref=sr_1_269?keywords=data+analysis&qid=1671164689&sr=8-269
47,204,The Statistical Sleuth: A Course in Methods of Data Analysis,"[ Fred Ramsey,  and , Daniel Schafer]",127.98, 48.57 - 127.98 ,784,4.0,73,58%,16%,7%,8%,10%,7.25 x 1.5 x 9.25 inches,2.95 pounds,English,"Cengage Learning; 3rd edition (May 2, 2012)",978-1133490678,/Statistical-Sleuth-Course-Methods-Analysis/dp/1133490670/ref=sr_1_264?keywords=data+analysis&qid=1671164689&sr=8-264,https://www.amazon.com/Statistical-Sleuth-Course-Methods-Analysis/dp/1133490670/ref=sr_1_264?keywords=data+analysis&qid=1671164689&sr=8-264
48,210,"Introduction to Algorithms, 3rd Edition (The MIT Press)","[ Thomas H. Cormen, Charles E. Leiserson, et al.]",78.49, 36.42 - 78.49 ,1292,4.6,"2,240",78%,10%,6%,2%,4%,9.08 x 8.18 x 2.06 inches,4.95 pounds,English,"The MIT Press; 3rd edition (July 31, 2009)",978-0262033848,/Introduction-Algorithms-3rd-MIT-Press/dp/0262033844/ref=sr_1_254?keywords=data+analysis&qid=1671164689&sr=8-254,https://www.amazon.com/Introduction-Algorithms-3rd-MIT-Press/dp/0262033844/ref=sr_1_254?keywords=data+analysis&qid=1671164689&sr=8-254
49,211,Data Analysis with Microsoft Power BI,[ Brian Larson],42.7,42.7,544,3.8,12,47%,18%,11%,14%,10%,7.2 x 1.3 x 9.1 inches,1.7 pounds,English,"McGraw Hill; 1st edition (December 27, 2019)", ,/Data-Analysis-Microsoft-Power-BI/dp/126045861X/ref=sr_1_252?keywords=data+analysis&qid=1671164689&sr=8-252,https://www.amazon.com/Data-Analysis-Microsoft-Power-BI/dp/126045861X/ref=sr_1_252?keywords=data+analysis&qid=1671164689&sr=8-252
50,214,Excel Tips & Tricks (Quick Study Computer),[ Inc. BarCharts],5.95,5.95,6,4.5,"1,984",72%,16%,8%,2%,3%,8.5 x 11 x 0.06 inches,2.4 ounces,English,"QuickStudy; Lam Crds edition (November 18, 2008)",978-1423205425,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A1025040YBHXJRWVFDRF&qualifier=1671164689&id=5996455913560366&widgetName=sp_mtf&url=%2FExcel-Tricks-Quick-Study-Computer%2Fdp%2F1423205421%2Fref%3Dsr_1_259_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-259-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A1025040YBHXJRWVFDRF&qualifier=1671164689&id=5996455913560366&widgetName=sp_mtf&url=%2FExcel-Tricks-Quick-Study-Computer%2Fdp%2F1423205421%2Fref%3Dsr_1_259_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-259-spons%26psc%3D1
51,219,Data Visualization: A Practical Introduction,[ Kieran Healy],42.0, 16.07 - 42.00 ,296,4.6,206,78%,12%,8%,1%,1%,8 x 0.75 x 10 inches,1.6 pounds,English,"Princeton University Press; 1st edition (December 18, 2018)", ,/Data-Visualization-Introduction-Kieran-Healy/dp/0691181624/ref=sr_1_246?keywords=data+analysis&qid=1671164689&sr=8-246,https://www.amazon.com/Data-Visualization-Introduction-Kieran-Healy/dp/0691181624/ref=sr_1_246?keywords=data+analysis&qid=1671164689&sr=8-246
52,224,Root Cause Analysis,[ Matthew A. Barsalou],34.95,34.95,154,3.9,26,56%,15%,6%,12%,10%,6.13 x 0.35 x 9.25 inches,9.6 ounces,English,"Routledge; 1st edition (January 19, 2015)",978-1482258790,/Root-Cause-Analysis-Step-Step/dp/148225879X/ref=sr_1_220?keywords=data+analysis&qid=1671164678&sr=8-220,https://www.amazon.com/Root-Cause-Analysis-Step-Step/dp/148225879X/ref=sr_1_220?keywords=data+analysis&qid=1671164678&sr=8-220
53,225,"The Analysis of Biological Data, Second Edition","[ Michael C. Whitlock,  and , Dolph Schluter]",87.0, 14.22 - 87.00 ,768,4.5,183,74%,14%,8%,1%,4%,9.5 x 1.5 x 7.25 inches,3.35 pounds,English,"Roberts and Company Publishers; 2nd edition (June 2, 2014)",978-1936221486,/Analysis-Biological-Data-Michael-Whitlock/dp/1936221489/ref=sr_1_219?keywords=data+analysis&qid=1671164678&sr=8-219,https://www.amazon.com/Analysis-Biological-Data-Michael-Whitlock/dp/1936221489/ref=sr_1_219?keywords=data+analysis&qid=1671164678&sr=8-219
54,227,"Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7, 3rd Edition",[ Joel Lawhead],51.99,51.99,456,4.2,29,61%,18%,11%,5%,5%,7.5 x 1.03 x 9.25 inches,1.71 pounds,English,"Packt Publishing (September 27, 2019)", ,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A099858636KU8S1DGGCV6&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FLearning-Geospatial-Analysis-Python-fundamentals%2Fdp%2F1789959276%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-244-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A099858636KU8S1DGGCV6&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FLearning-Geospatial-Analysis-Python-fundamentals%2Fdp%2F1789959276%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-244-spons%26psc%3D1
55,229,Python Programming for Beginners: The #1 Python Programming Crash Course to Learn Python Coding Well and Fast (with Hands-On Exercises),[ Codeone Publishing],19.16,19.16,126,4.7,386,87%,7%,1%,2%,3%,8 x 0.29 x 10 inches,8.8 ounces,English,"Independently published (October 31, 2022)",979-8361503742,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0040754152WIMHGYMZ08&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FPython-Programming-Beginners-Hands-Exercises%2Fdp%2FB0BL2PHJJ9%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-242-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0040754152WIMHGYMZ08&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FPython-Programming-Beginners-Hands-Exercises%2Fdp%2FB0BL2PHJJ9%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-242-spons%26psc%3D1
56,231,Microsoft Excel Data Analysis and Business Modeling (Business Skills),[ Wayne Winston],30.51, 10.64 - 30.51 ,864,4.5,423,75%,12%,9%,2%,2%,7.4 x 1.75 x 9 inches,3.17 pounds,English,"Microsoft Press; 5th edition (December 9, 2016)",978-1509304219,/Microsoft-Excel-Analysis-Business-Modeling/dp/1509304215/ref=sr_1_214?keywords=data+analysis&qid=1671164678&sr=8-214,https://www.amazon.com/Microsoft-Excel-Analysis-Business-Modeling/dp/1509304215/ref=sr_1_214?keywords=data+analysis&qid=1671164678&sr=8-214
57,234,Bioinformatics Data Skills: Reproducible and Robust Research with Open Source Tools,[ Vince Buffalo],45.99, 41.14 - 45.99 ,536,4.6,116,74%,17%,5%,3%,1%,7 x 1.09 x 9.19 inches,1.9 pounds,English,"O'Reilly Media; 1st edition (August 18, 2015)",978-1449367374,/Bioinformatics-Data-Skills-Reproducible-Research/dp/1449367372/ref=sr_1_207?keywords=data+analysis&qid=1671164678&sr=8-207,https://www.amazon.com/Bioinformatics-Data-Skills-Reproducible-Research/dp/1449367372/ref=sr_1_207?keywords=data+analysis&qid=1671164678&sr=8-207
58,236,Be Data Literate: The Data Literacy Skills Everyone Needs To Succeed,[ Jordan Morrow],15.99,15.99,240,4.3,107,63%,19%,4%,10%,4%,6.1 x 0.98 x 9.25 inches,13.1 ounces,English,"Kogan Page; 1st edition (March 30, 2021)",978-1789668018,/Be-Data-Literate-Literacy-Everyone/dp/1789668018/ref=sr_1_205?keywords=data+analysis&qid=1671164678&sr=8-205,https://www.amazon.com/Be-Data-Literate-Literacy-Everyone/dp/1789668018/ref=sr_1_205?keywords=data+analysis&qid=1671164678&sr=8-205
59,241,"PYTHON: Learn Coding Programs with Python Programming and Master Data Analysis & Analytics, Data Science and Machine Learning with the Complete Crash Course for Beginners - 5 Manuscripts in 1 Book",[ TechExp Academy],24.9, 19.66 - 24.90 ,400,4.1,273,60%,15%,12%,5%,8%,8 x 0.91 x 10 inches,1.9 pounds,English,"Independently published (December 24, 2021)", ,/PYTHON-Programming-Analytics-Beginners-Manuscripts/dp/B09NT7WVT5/ref=sr_1_202?keywords=data+analysis&qid=1671164678&sr=8-202,https://www.amazon.com/PYTHON-Programming-Analytics-Beginners-Manuscripts/dp/B09NT7WVT5/ref=sr_1_202?keywords=data+analysis&qid=1671164678&sr=8-202
60,242,Data Structures & Algorithm Analysis in C++,[ Mark Weiss],193.32, 71.18 - 193.32 ,664,4.2,93,63%,15%,11%,3%,8%,1.1 x 7.5 x 9.2 inches,2.54 pounds,English,"Pearson; 4th edition (June 13, 2013)",978-0132847377,/Data-Structures-Algorithm-Analysis-C/dp/013284737X/ref=sr_1_201?keywords=data+analysis&qid=1671164678&sr=8-201,https://www.amazon.com/Data-Structures-Algorithm-Analysis-C/dp/013284737X/ref=sr_1_201?keywords=data+analysis&qid=1671164678&sr=8-201
61,244,"A Common-Sense Guide to Data Structures and Algorithms, Second Edition: Level Up Your Core Programming Skills",[ Jay Wengrow],39.99, 19.99 - 39.99 ,508,4.7,570,81%,14%,3%,1%,1%,7.5 x 1.25 x 9.25 inches,2.08 pounds,English,"Pragmatic Bookshelf; 2nd edition (September 15, 2020)",978-1680507225,/Common-Sense-Guide-Structures-Algorithms-Second/dp/1680507222/ref=sr_1_176?keywords=data+analysis&qid=1671164670&sr=8-176,https://www.amazon.com/Common-Sense-Guide-Structures-Algorithms-Second/dp/1680507222/ref=sr_1_176?keywords=data+analysis&qid=1671164670&sr=8-176
62,248,"Statistics, Data Analysis, and Decision Modeling",[ James Evans],250.63, 19.49 - 250.63 ,552,4.1,82,66%,7%,11%,6%,10%,8.1 x 1.2 x 9.9 inches,2.38 pounds,English,"Pearson; 5th edition (January 18, 2012)",978-0132744287,/Statistics-Data-Analysis-Decision-Modeling/dp/0132744287/ref=sr_1_172?keywords=data+analysis&qid=1671164670&sr=8-172,https://www.amazon.com/Statistics-Data-Analysis-Decision-Modeling/dp/0132744287/ref=sr_1_172?keywords=data+analysis&qid=1671164670&sr=8-172
63,249,Learn Microsoft PowerApps: Build customized business applications without writing any code,[ Matthew Weston],39.89, 34.14 - 39.89 ,560,4.1,169,54%,24%,10%,4%,8%,7.5 x 1.27 x 9.25 inches,2.09 pounds,English,"Packt Publishing (November 29, 2019)",978-1789805826,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01103361KSR3FWA66Q66&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FLearn-Microsoft-PowerApps-customized-applications%2Fdp%2F1789805821%2Fref%3Dsr_1_195_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-195-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01103361KSR3FWA66Q66&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FLearn-Microsoft-PowerApps-customized-applications%2Fdp%2F1789805821%2Fref%3Dsr_1_195_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-195-spons%26psc%3D1
64,250,Excel 2022: The Ultimate all-in-one crash course for beginners to master Everything of Excel 2022. The Step-by-Step Advanced skills workbook on how to create & manipulate Power Excel Formulas & Grids,[ ROBERT  J GREEN],16.97,16.97,138,4.3,91,69%,11%,11%,3%,6%,6 x 0.32 x 9 inches,6.7 ounces,English,"Independently published (February 16, 2022)",979-8418330888,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A098844439M3MXS8JX19T&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FExcel-2022-all-Step-Step%2Fdp%2FB09SNKVG7R%2Fref%3Dsr_1_194_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-194-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A098844439M3MXS8JX19T&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FExcel-2022-all-Step-Step%2Fdp%2FB09SNKVG7R%2Fref%3Dsr_1_194_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-194-spons%26psc%3D1
65,257,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,"[ Judith D. Singer,  and , John B. Willett]",80.11, 25.50 - 80.11 ,644,4.5,55,79%,7%,4%,6%,4%,9.54 x 6.46 x 1.41 inches,2.39 pounds,English,"Oxford University Press; 1st edition (March 27, 2003)", ,/Applied-Longitudinal-Data-Analysis-Occurrence/dp/0195152964/ref=sr_1_167?keywords=data+analysis&qid=1671164670&sr=8-167,https://www.amazon.com/Applied-Longitudinal-Data-Analysis-Occurrence/dp/0195152964/ref=sr_1_167?keywords=data+analysis&qid=1671164670&sr=8-167
66,259,Python and R for the Modern Data Scientist: The Best of Both Worlds,"[ Rick J. Scavetta,  and , Boyan Angelov]",39.49,39.49,198,4.0,18,55%,13%,16%,8%,8%,7 x 0.5 x 9 inches,11.4 ounces,English,"O'Reilly Media; 1st edition (July 13, 2021)",978-1492093404,/Python-Modern-Data-Scientist-Worlds/dp/1492093408/ref=sr_1_157?keywords=data+analysis&qid=1671164670&sr=8-157,https://www.amazon.com/Python-Modern-Data-Scientist-Worlds/dp/1492093408/ref=sr_1_157?keywords=data+analysis&qid=1671164670&sr=8-157
67,262,Artificial Intelligence in Finance: A Python-Based Guide,[ Yves Hilpisch],45.99,45.99,478,4.4,44,70%,15%,3%,6%,6%,7 x 0.96 x 9.19 inches,1.66 pounds,English,"O'Reilly Media; 1st edition (November 3, 2020)", ,/Artificial-Intelligence-Finance-Python-Based-Guide/dp/1492055433/ref=sr_1_156?keywords=data+analysis&qid=1671164670&sr=8-156,https://www.amazon.com/Artificial-Intelligence-Finance-Python-Based-Guide/dp/1492055433/ref=sr_1_156?keywords=data+analysis&qid=1671164670&sr=8-156
68,264,"Excel: The Complete Illustrative Guide for Beginners to Learning any Fundamental, Formula, Function and Chart in Less than 5 Minutes with Simple and Real-Life Examples",[ Nigel Tillery],18.86,18.86,119,4.4,298,66%,20%,10%,3%,2%,8.5 x 0.27 x 11 inches,11.3 ounces,English,"Independently published (May 23, 2022)",979-8824373264,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A02451963T6HQCDSP6FQN&qualifier=1671164670&id=7576373399363255&widgetName=sp_mtf&url=%2FExcel-Illustrative-Beginners-Fundamental-Real-Life%2Fdp%2FB0B1JZYHHX%2Fref%3Dsr_1_163_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-163-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A02451963T6HQCDSP6FQN&qualifier=1671164670&id=7576373399363255&widgetName=sp_mtf&url=%2FExcel-Illustrative-Beginners-Fundamental-Real-Life%2Fdp%2FB0B1JZYHHX%2Fref%3Dsr_1_163_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-163-spons%26psc%3D1
69,268,Data Analysis for Continuous School Improvement: For Continuous School Improvement,[ Victoria L. Bernhardt],46.06, 39.96 - 46.06 ,426,4.6,248,74%,14%,9%,2%,2%,8.46 x 0.96 x 10.98 inches,2.54 pounds,English,"Routledge; 4th edition (August 8, 2017)",978-1138294622,/Data-Analysis-Continuous-School-Improvement/dp/1138294624/ref=sr_1_152?keywords=data+analysis&qid=1671164670&sr=8-152,https://www.amazon.com/Data-Analysis-Continuous-School-Improvement/dp/1138294624/ref=sr_1_152?keywords=data+analysis&qid=1671164670&sr=8-152
70,269,An Introduction to Statistical Methods and Data Analysis,"[ R. Lyman Ott,  and , Micheal T. Longnecker]",154.94, 42.27 - 154.94 ,1296,4.2,165,62%,17%,6%,7%,8%,10 x 2 x 12 inches,5.1 pounds,English,"Cengage Learning; 7th edition (June 11, 2015)",978-1305269477,/Introduction-Statistical-Methods-Data-Analysis/dp/1305269470/ref=sr_1_151?keywords=data+analysis&qid=1671164670&sr=8-151,https://www.amazon.com/Introduction-Statistical-Methods-Data-Analysis/dp/1305269470/ref=sr_1_151?keywords=data+analysis&qid=1671164670&sr=8-151
71,271,Excel Formulas (Quick Study Computer),[ Inc. BarCharts],5.95,5.95,6,4.6,"2,451",73%,15%,8%,2%,2%,8.5 x 11 x 0.06 inches,2.4 ounces,English,"QuickStudy; Lam Rfc Cr edition (December 31, 2013)",978-1423221692,/Excel-Formulas-Quick-Study-Computer/dp/1423221699/ref=sr_1_127?keywords=data+analysis&qid=1671164661&sr=8-127,https://www.amazon.com/Excel-Formulas-Quick-Study-Computer/dp/1423221699/ref=sr_1_127?keywords=data+analysis&qid=1671164661&sr=8-127
72,275,Excel 2022: The Ultimate Guide for Beginners to Master Excel Functions and Formulas in Less than 5 Minutes with the Latest Step-by-Step Tutorials and Practical Examples. Includes Tips and Tricks,[ Barry Adams],17.95,17.95,149,4.3,104,60%,20%,14%,2%,3%,6 x 0.34 x 9 inches,9.9 ounces,English,"Independently published (October 10, 2022)",979-8357294340,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A00842702M5GU5N1JECEK&qualifier=1671164670&id=7576373399363255&widgetName=sp_atf_next&url=%2FExcel-2022-Beginners-Step-Step%2Fdp%2FB0BHLCJG16%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-147-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A00842702M5GU5N1JECEK&qualifier=1671164670&id=7576373399363255&widgetName=sp_atf_next&url=%2FExcel-2022-Beginners-Step-Step%2Fdp%2FB0BHLCJG16%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-147-spons%26psc%3D1
73,280,The Analysis of Biological Data,"[ Michael C. Whitlock,  and , Dolph Schluter]",146.12, 109.94 - 146.12 ,848,4.3,80,76%,6%,3%,4%,11%,7.73 x 1.24 x 9.04 inches,2.87 pounds,English,"W. H. Freeman; Third edition (January 6, 2020)",978-1319226237,/Analysis-Biological-Data-Michael-Whitlock/dp/131922623X/ref=sr_1_123?keywords=data+analysis&qid=1671164661&sr=8-123,https://www.amazon.com/Analysis-Biological-Data-Michael-Whitlock/dp/131922623X/ref=sr_1_123?keywords=data+analysis&qid=1671164661&sr=8-123
74,281,Python for Data Science For Dummies,"[ John Paul Mueller,  and , Luca Massaron]",19.89, 18.90 - 19.89 ,496,4.4,194,62%,22%,9%,3%,3%,7.4 x 1.2 x 9.2 inches,2.01 pounds,English,"For Dummies; 2nd edition (February 27, 2019)", ,/Python-Data-Science-Dummies-Computer/dp/1119547628/ref=sr_1_122?keywords=data+analysis&qid=1671164661&sr=8-122,https://www.amazon.com/Python-Data-Science-Dummies-Computer/dp/1119547628/ref=sr_1_122?keywords=data+analysis&qid=1671164661&sr=8-122
75,288,Big Data in Practice: How 45 Successful Companies Used Big Data Analytics to Deliver Extraordinary Results,[ Bernard Marr],35.71, 30.68 - 35.71 ,320,4.0,127,56%,13%,13%,10%,8%,5.9 x 1.3 x 8.6 inches,1.02 pounds,English,"Wiley; 1st edition (May 2, 2016)",978-1119231387,/Big-Data-Practice-Successful-Extraordinary/dp/1119231388/ref=sr_1_108?keywords=data+analysis&qid=1671164661&sr=8-108,https://www.amazon.com/Big-Data-Practice-Successful-Extraordinary/dp/1119231388/ref=sr_1_108?keywords=data+analysis&qid=1671164661&sr=8-108
76,291,Learning R: A Step-by-Step Function Guide to Data Analysis,[ Richard Cotton],40.99, 37.82 - 40.99 ,396,4.4,162,65%,23%,6%,2%,4%,7 x 0.82 x 9.19 inches,1.43 pounds,English,"O'Reilly Media; 1st edition (October 22, 2013)",978-1449357108,/Learning-Step-Step-Function-Analysis/dp/1449357105/ref=sr_1_105?keywords=data+analysis&qid=1671164661&sr=8-105,https://www.amazon.com/Learning-Step-Step-Function-Analysis/dp/1449357105/ref=sr_1_105?keywords=data+analysis&qid=1671164661&sr=8-105
77,294,Quantitative Portfolio Management: The Art and Science of Statistical Arbitrage,[ Michael Isichenko],42.07, 33.00 - 42.07 ,304,4.1,40,63%,10%,12%,6%,9%,6.2 x 0.9 x 9.1 inches,1.37 pounds,English,"Wiley; 1st edition (August 31, 2021)",978-1119821328,/Quantitative-Portfolio-Management-Statistical-Arbitrage/dp/1119821320/ref=sr_1_101?keywords=data+analysis&qid=1671164661&sr=8-101,https://www.amazon.com/Quantitative-Portfolio-Management-Statistical-Arbitrage/dp/1119821320/ref=sr_1_101?keywords=data+analysis&qid=1671164661&sr=8-101
78,297,Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,[ Jim Frost],24.99,24.99,355,4.5,140,75%,13%,6%,4%,2%,6 x 0.8 x 9 inches,1.05 pounds,English,"Statistics By Jim Publishing (October 16, 2020)",978-1735431185,/Regression-Analysis-Intuitive-Interpreting-Linear/dp/1735431184/ref=sr_1_79?keywords=data+analysis&qid=1671164651&sr=8-79,https://www.amazon.com/Regression-Analysis-Intuitive-Interpreting-Linear/dp/1735431184/ref=sr_1_79?keywords=data+analysis&qid=1671164651&sr=8-79
79,298,Business Analytics: Data Analysis & Decision Making (MindTap Course List),"[ S. Christian Albright,  and , Wayne L. Winston]",125.49, 55.29 - 125.49 ,984,4.5,95,75%,12%,7%,4%,3%,8.75 x 1.5 x 11 inches,3.53 ounces,English,"Cengage Learning; 7th edition (April 2, 2019)",978-0357109953,/Business-Analytics-Analysis-Decision-MindTap/dp/0357109953/ref=sr_1_78?keywords=data+analysis&qid=1671164651&sr=8-78,https://www.amazon.com/Business-Analytics-Analysis-Decision-MindTap/dp/0357109953/ref=sr_1_78?keywords=data+analysis&qid=1671164651&sr=8-78
80,300,The Kaggle Book: Data analysis and machine learning for competitive data science,"[ Konrad Banachewicz, Luca Massaron, et al.]",46.99,46.99,534,4.4,87,75%,9%,6%,6%,4%,7.5 x 1.21 x 9.25 inches,2 pounds,English,"Packt Publishing (April 22, 2022)",978-1801817479,/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_74?keywords=data+analysis&qid=1671164651&sr=8-74,https://www.amazon.com/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_74?keywords=data+analysis&qid=1671164651&sr=8-74
81,301,"Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, LEGO, and Rubber Ducks",[ Will Kurt],33.49, 29.70 - 33.49 ,256,4.6,486,75%,17%,4%,2%,1%,7 x 0.66 x 9.25 inches,1.1 pounds,English,"No Starch Press; Illustrated edition (July 9, 2019)",978-1593279561,/Bayesian-Statistics-Fun-Will-Kurt/dp/1593279566/ref=sr_1_76?keywords=data+analysis&qid=1671164651&sr=8-76,https://www.amazon.com/Bayesian-Statistics-Fun-Will-Kurt/dp/1593279566/ref=sr_1_76?keywords=data+analysis&qid=1671164651&sr=8-76
82,302,Statistics and Data Analysis for Nursing Research,[ Denise Polit],125.6, 33.30 - 125.60 ,456,4.3,242,67%,13%,9%,5%,6%,8 x 0.9 x 9.95 inches,1.5 pounds,English,"Pearson; 2nd edition (August 5, 2009)", ,/Statistics-Data-Analysis-Nursing-Research/dp/0135085071/ref=sr_1_73?keywords=data+analysis&qid=1671164651&sr=8-73,https://www.amazon.com/Statistics-Data-Analysis-Nursing-Research/dp/0135085071/ref=sr_1_73?keywords=data+analysis&qid=1671164651&sr=8-73
